,seqReadPct,totalOpenReq,totalFile,totalReadReq,totalIOReq,predict
0,0.7522464698000001,0.0003958259730055108,0.002274368231046932,1.4792693315926273e-05,4.9835468666245176e-05,5
1,0.6088826277,0.003564118122892173,0.005740072202166066,4.268486408898109e-05,9.515997825526168e-05,6
2,0.954607694,0.0035013754952561947,0.019025270758122742,0.0002912331277132083,0.0006227272714742876,6
3,0.3056839866,0.1084462104084545,0.043321299638989175,0.002023440424605114,0.0029730841233784077,6
4,0.3621346887,0.09529468190961607,0.11093862815884477,0.0025505464336724845,0.003841776636303449,6
5,0.6275252337,0.008001579935160336,0.008664259927797834,0.00021227863046194327,0.00026566301821885033,6
6,0.9928965177,0.001288960961031775,0.001552346570397112,0.004181398145745704,0.005803938711563657,0
7,0.9871180842,0.00017054204156088498,0.002779783393501805,5.7490216962730164e-05,0.005767339438719046,0
8,0.7522464698000001,0.0003958259730055108,0.002274368231046932,1.4792693315926273e-05,5.00830925203033e-05,5
9,0.6088987764,0.003564118122892173,0.005740072202166066,4.26785343100697e-05,0.00010628202702102331,6
10,0.2667382743,0.1084462104084545,0.08014440433212996,0.0016971909599540775,0.002464352595586464,6
11,0.6090470894,0.003564118122892173,0.005740072202166066,4.26785343100697e-05,0.00010274521084136292,6
12,0.6093599346999999,0.003580119598396652,0.006173285198555957,4.267220453115832e-05,9.212775408009708e-05,6
13,0.9228234959999999,0.0020241866513164802,0.04447653429602888,0.0005350783656062702,0.0005044261432350656,6
14,0.7331078685,0.0008716593235334121,0.00010830324909747292,0.0012493084637417071,0.017307711328726383,5
15,0.6092115998,0.003580119598396652,0.006173285198555957,4.267220453115832e-05,9.730215820027396e-05,6
16,0.9928965177,0.00133907084484843,0.001552346570397112,0.004181398145745704,0.005804331172011598,0
17,0.9694457781,0.0005634203743418866,0.0014801444043321301,0.00042189242400219,0.0006471392457658669,0
18,0.9580923824,0.0002282315716691349,0.005090252707581228,4.433060660594337e-05,4.731718079195594e-05,0
19,0.9981338790000002,0.017759953444128108,0.15700361010830327,0.0667178541117747,0.3108645685478824,3
20,0.9871180842,0.00017054204156088498,0.002779783393501805,5.7490216962730164e-05,0.005767339438719046,0
21,0.9937167301,0.0007398576963517897,0.001552346570397112,0.004001904605155322,0.00573068410009616,0
22,0.6094051328,0.003564118122892173,0.005740072202166066,4.2669039641702614e-05,0.00010182479764797708,6
23,0.9937167301,0.0007040649221970362,0.001552346570397112,0.004001904605155322,0.005730403771204773,0
24,0.8367844093000001,5.558407280502917e-05,0.0011191335740072202,2.598374243126973e-06,2.706575446337209e-05,5
25,0.6091954023,0.003564118122892173,0.005740072202166066,4.26785343100697e-05,9.761986427717872e-05,6
26,0.2667382743,0.1084462104084545,0.07978339350180506,0.0016971909599540775,0.002464352595586464,6
27,0.3056839866,0.1084462104084545,0.04314079422382672,0.002023440424605114,0.0029730841233784077,6
28,0.26002744450000004,0.1084462104084545,0.04263537906137185,0.0016467616113670068,0.002370914303939135,6
29,0.6096857884,0.003962891736122194,0.003176895306859206,4.391600608724711e-05,0.00016608085170196572,5
30,0.9928965177,0.00133907084484843,0.001552346570397112,0.004181398145745704,0.005804331172011598,0
31,0.8367844093000001,5.558407280502917e-05,0.0011191335740072202,2.598374243126973e-06,2.706809053746697e-05,5
32,0.9937167301,0.0007183820318589378,0.001552346570397112,0.004001904605155322,0.005730515902761328,0
33,0.0,0.0,0.3472924187725632,0.0,0.0,4
34,0.1782349302,0.1084462104084545,0.0800361010830325,0.0012381490635209199,0.0017284285177702845,6
35,0.9937167301,0.0007255405866898884,0.001552346570397112,0.004001904605155322,0.005730571968539605,0
36,0.6065451285000001,0.003564118122892173,0.005740072202166066,4.2358880475044345e-05,0.00010232705357837798,6
37,0.9937167301,0.0007326991415208393,0.00025270758122743686,0.004001904605155322,0.005730628034317882,0
38,0.9981338790000002,0.017759953444128108,0.15700361010830327,0.0667178541117747,0.31520943275696456,3
39,0.6093889054,0.003596542165361774,0.0036462093862815893,4.267536942061401e-05,9.696576353061008e-05,5
40,0.1782349302,0.1084462104084545,0.08126353790613719,0.0012381490635209199,0.0017272324478337015,6
41,0.6097543405,0.0035767508667114986,0.005740072202166066,4.393183053452559e-05,0.00010602505887058564,6
42,0.0,0.0004316187471602644,3.610108303249098e-05,0.0,0.001163488711181241,1
43,0.9937167301,0.0007255405866898884,0.001552346570397112,0.004001904605155322,0.005730571968539605,0
44,0.2667382743,0.1084462104084545,0.08068592057761734,0.0016971909599540775,0.002464352595586464,6
45,0.6622939931,0.0026356114521718,0.005234657039711192,7.623902209827727e-05,0.0002033435695895238,6
46,0.9928965177,0.001288960961031775,0.001552346570397112,0.004181398145745704,0.005803938711563657,0
47,0.9937167301,0.0006897478125351348,0.001552346570397112,0.004001904605155322,0.005730291639648218,0
48,0.1782349302,0.1084462104084545,0.08075812274368231,0.0012381490635209199,0.0017272324478337015,6
49,0.7331071923000001,0.0008720804149940563,0.032779783393501814,0.001249305298852251,0.006126847225477737,6
50,0.2660375105,0.1084462104084545,0.07945848375451264,0.001695570536552761,0.002467940805396212,6
51,0.6088826277,0.003564118122892173,0.005740072202166066,4.268486408898109e-05,9.32303810528842e-05,6
52,0.1782349302,0.1084462104084545,0.0796028880866426,0.0012381490635209199,0.0017284285177702845,6
53,0.6091954023,0.003564118122892173,0.005740072202166066,4.26785343100697e-05,9.911261562381212e-05,6
54,0.9871216291,0.00017054204156088498,0.002779783393501805,5.750604141000864e-05,0.013029752281721829,5
55,0.7026291931,0.0012658009306963462,0.0006859205776173287,0.0002234158764565399,0.010234845201708715,5
